Often,Confident,Extremely,Occasionally,Unsure,Poorly,2025-06-04T09:49:35.013Z
Often,Confident,Extremely,Occasionally,Unsure,Poorly,2025-06-04T09:49:41.153Z
Sometimes,Confident,Quite a bit,Frequently,Supported,Poorly,2025-06-04T09:50:19.187Z
Rarely,Very Confident,Quite a bit,Never,Unsure,Poorly,2025-06-04T09:50:53.625Z
Never,Anxious,Quite a bit,Always,Supported,Very well,2025-06-04T09:51:33.979Z
Sometimes,Confident,Moderate,Sometimes,Very supported,Poorly,2025-06-04T09:52:24.861Z
Sometimes,Very Confident,Moderate,Frequently,Unsure,Very well,2025-06-04T09:52:59.088Z
Often,Very Anxious,Quite a bit,Sometimes,Supported,Very poorly,2025-06-04T09:53:56.844Z
Often,Neutral,Quite a bit,Occasionally,Not at all,Well,2025-06-04T09:54:34.730Z
Often,Very Confident,Quite a bit,Never,Not at all,Very well,2025-06-04T09:55:08.174Z
Rarely,Very Anxious,Not at all,Sometimes,Supported,Neutral,2025-06-04T09:55:47.067Z
Often,Very Anxious,A little,Frequently,Unsure,Poorly,2025-06-04T09:56:22.060Z
Sometimes,Neutral,Extremely,Frequently,Neutral,Neutral,2025-06-04T09:56:49.404Z
Sometimes,Very Confident,Moderate,Frequently,Neutral,Well,2025-06-04T09:57:21.290Z
Sometimes,Neutral,Moderate,Sometimes,Supported,Neutral,2025-06-04T09:57:46.884Z
Always,Very Anxious,Extremely,Always,Unsure,Very poorly,2025-06-04T09:58:12.463Z
Rarely,Very Confident,Not at all,Occasionally,Very supported,Very well,2025-06-04T09:58:48.290Z
Never,Neutral,Extremely,Sometimes,Supported,Very well,2025-06-04T09:59:29.684Z
Rarely,Very Confident,A little,Occasionally,Very supported,Neutral,2025-06-04T10:00:43.344Z
Never,Very Confident,A little,Sometimes,Neutral,Well,2025-06-04T10:01:11.730Z
Often,Neutral,Not at all,Sometimes,Neutral,Very well,2025-06-04T10:01:55.413Z
Often,Neutral,Not at all,Sometimes,Neutral,Very well,2025-06-04T10:02:07.927Z
Never,Anxious,Quite a bit,Occasionally,Neutral,Neutral,2025-06-04T10:03:06.898Z
Never,Neutral,Not at all,Always,Neutral,Very poorly,2025-06-04T10:03:30.535Z
Always,Very Confident,Extremely,Always,Not at all,Very poorly,2025-06-04T10:04:01.827Z
Often,Anxious,Quite a bit,Frequently,Unsure,Poorly,2025-06-04T10:04:31.832Z
Sometimes,Neutral,Moderate,Sometimes,Neutral,Neutral,2025-06-04T10:05:02.358Z
Rarely,Confident,A little,Occasionally,Supported,Well,2025-06-04T10:05:39.531Z
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-04T10:06:10.710Z
Never,Confident,Moderate,Frequently,Not at all,Very well,2025-06-04T10:06:48.306Z
Rarely,Neutral,Quite a bit,Always,Very supported,Well,2025-06-04T10:07:21.624Z
Sometimes,Anxious,Extremely,Never,Supported,Neutral,2025-06-04T10:07:54.746Z
Often,Very Anxious,Not at all,Occasionally,Neutral,Poorly,2025-06-04T10:09:16.763Z
Always,Very Confident,A little,Sometimes,Unsure,Very poorly,2025-06-04T10:10:17.154Z
Never,Very Anxious,Quite a bit,Occasionally,Neutral,Very well,2025-06-04T10:10:55.797Z
Sometimes,Very Anxious,Quite a bit,Sometimes,Unsure,Poorly,2025-06-04T10:11:40.798Z
Always,Neutral,Moderate,Never,Neutral,Well,2025-06-04T10:13:44.342Z
Always,Anxious,Quite a bit,Occasionally,Neutral,Neutral,2025-06-04T10:15:25.367Z
Never,Anxious,Extremely,Occasionally,Very supported,Poorly,2025-06-04T10:16:07.221Z
Always,Neutral,Extremely,Occasionally,Supported,Poorly,2025-06-04T10:16:49.113Z
Never,Anxious,Moderate,Occasionally,Neutral,Neutral,2025-06-04T10:17:17.588Z
Always,Anxious,Moderate,Occasionally,Very supported,Neutral,2025-06-04T10:17:44.095Z
Rarely,Anxious,A little,Frequently,Unsure,Neutral,2025-06-04T10:18:13.976Z
Sometimes,Anxious,A little,Sometimes,Neutral,Very well,2025-06-04T10:18:57.943Z
Often,Very Confident,Moderate,Never,Supported,Very poorly,2025-06-04T10:19:24.307Z
Never,Anxious,Moderate,Frequently,Neutral,Well,2025-06-04T10:19:49.409Z
Sometimes,Very Confident,Quite a bit,Frequently,Neutral,Well,2025-06-04T10:20:22.547Z
Sometimes,Very Anxious,Quite a bit,Sometimes,Neutral,Poorly,2025-06-04T10:20:53.498Z
Never,Anxious,A little,Occasionally,Not at all,Poorly,2025-06-04T10:21:21.375Z
Often,Anxious,A little,Frequently,Supported,Very poorly,2025-06-04T10:21:43.773Z
Rarely,Very Anxious,Quite a bit,Frequently,Neutral,Poorly,2025-06-04T10:22:05.762Z
Rarely,Very Anxious,Moderate,Sometimes,Neutral,Well,2025-06-04T10:22:30.868Z
Rarely,Very Anxious,Moderate,Sometimes,Neutral,Well,2025-06-04T10:23:10.065Z
Always,Confident,Quite a bit,Sometimes,Unsure,Poorly,2025-06-04T10:23:41.080Z
Sometimes,Neutral,A little,Frequently,Unsure,Well,2025-06-04T10:24:17.207Z
Rarely,Neutral,A little,Frequently,Unsure,Neutral,2025-06-04T10:24:47.170Z
Never,Neutral,Not at all,Frequently,Unsure,Very well,2025-06-04T10:25:12.881Z
Rarely,Anxious,Moderate,Sometimes,Unsure,Neutral,2025-06-04T10:25:51.288Z
Sometimes,Neutral,Moderate,Frequently,Unsure,Poorly,2025-06-04T10:26:13.808Z
Rarely,Anxious,Quite a bit,Sometimes,Unsure,Neutral,2025-06-04T10:26:43.874Z
Never,Anxious,Quite a bit,Always,Unsure,Very well,2025-06-04T10:27:15.340Z
Never,Anxious,Quite a bit,Sometimes,Supported,Neutral,2025-06-04T10:27:39.706Z
Never,Neutral,Not at all,Never,Neutral,Poorly,2025-06-04T10:28:06.045Z
Rarely,Very Anxious,Quite a bit,Frequently,Neutral,Neutral,2025-06-04T10:28:32.080Z
Never,Very Anxious,Moderate,Always,Supported,Poorly,2025-06-04T10:29:04.693Z
Always,Neutral,Quite a bit,Frequently,Unsure,Poorly,2025-06-04T10:29:40.907Z
Rarely,Neutral,Quite a bit,Sometimes,Very supported,Very poorly,2025-06-04T10:30:11.191Z
Sometimes,Neutral,Extremely,Frequently,Supported,Poorly,2025-06-04T10:30:34.922Z
Never,Neutral,Quite a bit,Occasionally,Unsure,Poorly,2025-06-04T10:31:00.593Z
Always,Confident,Quite a bit,Frequently,Supported,Very well,2025-06-04T10:31:22.795Z
Always,Very Confident,Extremely,Occasionally,Neutral,Neutral,2025-06-04T10:32:50.820Z
Rarely,Anxious,A little,Frequently,Unsure,Poorly,2025-06-04T10:33:19.069Z
Sometimes,Neutral,Extremely,Frequently,Neutral,Poorly,2025-06-04T10:34:11.096Z
Often,Confident,A little,Sometimes,Not at all,Very poorly,2025-06-04T10:35:13.807Z
Sometimes,Anxious,Moderate,Frequently,Neutral,Neutral,2025-06-04T10:36:03.731Z
Rarely,Neutral,Quite a bit,Occasionally,Unsure,Poorly,2025-06-04T10:36:48.927Z
Often,Anxious,Quite a bit,Always,Unsure,Poorly,2025-06-04T10:37:18.962Z
Rarely,Confident,Quite a bit,Sometimes,Neutral,Well,2025-06-04T10:37:55.718Z
Never,Anxious,Moderate,Occasionally,Very supported,Very poorly,2025-06-04T10:38:22.753Z
Sometimes,Confident,Quite a bit,Frequently,Neutral,Neutral,2025-06-04T10:38:52.395Z
Sometimes,Very Confident,Moderate,Frequently,Supported,Poorly,2025-06-04T10:39:26.574Z
Never,Anxious,Quite a bit,Sometimes,Neutral,Neutral,2025-06-04T10:40:04.114Z
Rarely,Neutral,Quite a bit,Sometimes,Unsure,Well,2025-06-04T10:40:58.585Z
Often,Confident,Extremely,Sometimes,Unsure,Very well,2025-06-04T10:41:24.113Z
Always,Neutral,Quite a bit,Sometimes,Unsure,Neutral,2025-06-04T10:42:23.742Z
Rarely,Confident,Quite a bit,Never,Supported,Neutral,2025-06-04T10:47:40.873Z
Never,Anxious,Quite a bit,Frequently,Neutral,Poorly,2025-06-04T10:48:16.191Z
Rarely,Confident,Not at all,Frequently,Neutral,Neutral,2025-06-04T10:49:56.838Z
Rarely,Neutral,A little,Always,Neutral,Poorly,2025-06-04T10:50:38.374Z
Never,Anxious,Moderate,Sometimes,Not at all,Poorly,2025-06-04T10:51:00.721Z
Never,Neutral,Quite a bit,Frequently,Supported,Neutral,2025-06-04T10:51:22.713Z
Always,Neutral,Extremely,Frequently,Very supported,Poorly,2025-06-04T10:51:47.381Z
Never,Anxious,Moderate,Sometimes,Very supported,Poorly,2025-06-04T10:52:15.946Z
Often,Anxious,Quite a bit,Sometimes,Supported,Poorly,2025-06-04T10:52:48.866Z
Sometimes,Neutral,Moderate,Sometimes,Neutral,Poorly,2025-06-04T10:53:20.430Z
Rarely,Very Confident,Quite a bit,Always,Not at all,Very poorly,2025-06-04T10:56:45.307Z
Rarely,Very Anxious,Quite a bit,Occasionally,Neutral,Well,2025-06-04T10:57:48.770Z
Rarely,Very Anxious,Quite a bit,Occasionally,Neutral,Well,2025-06-04T10:58:41.525Z
Never,Anxious,A little,Always,Supported,Very well,2025-06-04T10:59:29.753Z
Sometimes,Very Confident,Quite a bit,Occasionally,Unsure,Poorly,2025-06-04T11:35:11.647Z
Sometimes,Confident,Quite a bit,Frequently,Not at all,Well,2025-06-04T12:31:55.211Z
Rarely,Very Confident,A little,Always,Very supported,Well,2025-06-04T17:10:03.950Z
Rarely,Very Confident,A little,Always,Very supported,Well,2025-06-04T17:10:04.800Z
Rarely,Very Confident,A little,Always,Very supported,Well,2025-06-04T17:10:04.921Z
Rarely,Very Confident,A little,Always,Very supported,Well,2025-06-04T17:10:05.140Z
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2024-06-01 09:00:00
Often,Anxious,Quite a bit,Frequently,Unsure,Poorly,2024-06-01 10:00:00
Sometimes,Neutral,Moderate,Sometimes,Neutral,Neutral,2024-06-01 11:00:00
Rarely,Confident,A little,Occasionally,Supported,Well,2024-06-01 12:00:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2024-06-01 13:00:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2024-06-02 09:00:00
Often,Anxious,Quite a bit,Frequently,Unsure,Poorly,2024-06-02 10:00:00
Sometimes,Neutral,Moderate,Sometimes,Neutral,Neutral,2024-06-02 11:00:00
Rarely,Confident,A little,Occasionally,Supported,Well,2024-06-02 12:00:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2024-06-02 13:00:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2024-06-03 09:00:00
Often,Anxious,Quite a bit,Frequently,Unsure,Poorly,2024-06-03 10:00:00
Sometimes,Neutral,Moderate,Sometimes,Neutral,Neutral,2024-06-03 11:00:00
Rarely,Confident,A little,Occasionally,Supported,Well,2024-06-03 12:00:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2024-06-03 13:00:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2024-06-04 09:00:00
Often,Anxious,Quite a bit,Frequently,Unsure,Poorly,2024-06-04 10:00:00
Sometimes,Neutral,Moderate,Sometimes,Neutral,Neutral,2024-06-04 11:00:00
Rarely,Confident,A little,Occasionally,Supported,Well,2024-06-04 12:00:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2024-06-04 13:00:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-05 08:00:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-05 08:01:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-05 08:02:00
Often,Anxious,Quite a bit,Frequently,Unsure,Poorly,2025-06-05 08:03:00
Often,Anxious,Quite a bit,Frequently,Unsure,Poorly,2025-06-05 08:04:00
Often,Anxious,Quite a bit,Frequently,Unsure,Poorly,2025-06-05 08:05:00
Sometimes,Neutral,Moderate,Sometimes,Neutral,Neutral,2025-06-05 08:06:00
Sometimes,Neutral,Moderate,Sometimes,Neutral,Neutral,2025-06-05 08:07:00
Sometimes,Neutral,Moderate,Sometimes,Neutral,Neutral,2025-06-05 08:08:00
Rarely,Confident,A little,Occasionally,Supported,Well,2025-06-05 08:09:00
Rarely,Confident,A little,Occasionally,Supported,Well,2025-06-05 08:10:00
Rarely,Confident,A little,Occasionally,Supported,Well,2025-06-05 08:11:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-05 08:12:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-05 08:13:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-05 08:14:00
Always,Anxious,Extremely,Always,Not at all,Very poorly,2025-06-05 08:15:00
Always,Anxious,Extremely,Always,Not at all,Very poorly,2025-06-05 08:16:00
Always,Anxious,Extremely,Always,Not at all,Very poorly,2025-06-05 08:17:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-05 08:18:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-05 08:19:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-05 08:20:00
Often,Confident,Moderate,Occasionally,Supported,Well,2025-06-05 08:21:00
Often,Confident,Moderate,Occasionally,Supported,Well,2025-06-05 08:22:00
Often,Confident,Moderate,Occasionally,Supported,Well,2025-06-05 08:23:00
Sometimes,Neutral,Moderate,Sometimes,Neutral,Neutral,2025-06-05 08:24:00
Sometimes,Neutral,Moderate,Sometimes,Neutral,Neutral,2025-06-05 08:25:00
Sometimes,Neutral,Moderate,Sometimes,Neutral,Neutral,2025-06-05 08:26:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-05 08:27:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-05 08:28:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-05 08:29:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-05 08:30:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-05 08:31:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-05 08:32:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-06 10:00:00
Often,Anxious,Quite a bit,Frequently,Unsure,Poorly,2025-06-06 10:01:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-06 10:02:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-06 10:03:00
Sometimes,Neutral,Moderate,Sometimes,Neutral,Neutral,2025-06-06 10:10:00
Often,Confident,Quite a bit,Occasionally,Supported,Well,2025-06-06 10:11:00
Sometimes,Anxious,Moderate,Frequently,Unsure,Poorly,2025-06-06 10:12:00
Rarely,Neutral,Quite a bit,Occasionally,Neutral,Well,2025-06-06 10:13:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-06 10:20:00
Rarely,Confident,A little,Occasionally,Supported,Well,2025-06-06 10:21:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-06 10:22:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-06 10:23:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-07 10:00:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-07 10:01:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-07 10:02:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-07 10:03:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-08 09:00:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-08 09:01:00
Often,Anxious,Quite a bit,Frequently,Unsure,Poorly,2025-06-08 09:02:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-08 09:03:00
Often,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-08 09:04:00
Always,Anxious,Quite a bit,Always,Unsure,Very poorly,2025-06-08 09:05:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-08 10:00:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-08 10:01:00
Rarely,Confident,A little,Occasionally,Supported,Well,2025-06-08 10:02:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-08 10:03:00
Rarely,Very Confident,A little,Never,Supported,Very well,2025-06-08 10:04:00
Never,Confident,Not at all,Never,Very supported,Well,2025-06-08 10:05:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-09 10:00:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-09 10:01:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-09 10:02:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-09 10:03:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-09 10:04:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-09 10:05:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:00:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:01:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:02:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:03:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:04:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:05:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:06:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:07:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:08:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:09:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:10:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:11:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:12:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:13:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:14:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:15:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:16:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:17:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:18:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:19:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:20:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:21:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:22:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:23:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:24:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:25:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:26:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:27:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:28:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:29:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:30:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:31:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:32:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:33:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:34:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:35:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:36:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:37:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:38:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:39:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:40:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:41:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:42:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:43:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:44:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:45:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:46:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:47:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:48:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-10 08:49:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:00:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:01:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:02:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:03:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:04:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:05:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:06:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:07:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:08:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:09:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:10:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:11:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:12:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:13:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:14:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:15:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:16:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:17:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:18:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:19:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:20:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:21:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:22:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:23:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:24:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:25:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:26:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:27:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:28:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:29:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:30:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:31:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:32:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:33:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:34:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:35:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:36:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:37:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:38:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:39:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:40:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:41:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:42:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:43:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:44:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:45:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:46:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:47:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:48:00
Never,Very Confident,Not at all,Never,Very supported,Very well,2025-06-10 09:49:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 08:00:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 08:01:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 08:02:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 08:03:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 08:04:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 08:05:00
Always,Very Anxious,Extremely,Always,Not at all,Very poorly,2025-06-11 08:06:00
